"sep=	"
Shimmer_D349_TimestampSync_Unix_CAL	Shimmer_D349_Accel_LN_X_CAL	Shimmer_D349_Accel_LN_Y_CAL	Shimmer_D349_Accel_LN_Z_CAL	Shimmer_D349_Battery_CAL	Shimmer_D349_Ext_Exp_A7_CAL	Shimmer_D349_GSR_Range_CAL	Shimmer_D349_GSR_Skin_Conductance_CAL	Shimmer_D349_GSR_Skin_Resistance_CAL	Shimmer_D349_Mag_X_CAL	Shimmer_D349_Mag_Y_CAL	Shimmer_D349_Mag_Z_CAL	Shimmer_D349_Pressure_BMP280_CAL	Shimmer_D349_Temperature_BMP280_CAL	
ms	m/(s^2)	m/(s^2)	m/(s^2)	mV	mV	no_units	uS	kOhms	local_flux	local_flux	local_flux	kPa	Degrees Celsius	
1.6985040873053118E12	6.673913043478261	0.5652173913043478	9.826086956521738	3658.6080586080584	1723.8095238095236	3.0	0.06815406815406817	14672.638436482079	-0.12743628185907047	0.11244377811094453	-0.760119940029985	99.6826087832423	28.772695046762237	
1.6985040873248447E12	6.695652173913043	0.5869565217391304	9.782608695652174	3676.190476190476	1739.9267399267399	3.0	0.06859806859806863	14577.669902912616	-0.12743628185907047	0.10044977511244378	-0.760119940029985	99.6826087832423	28.772695046762237	
1.6985040873443777E12	6.684782608695652	0.5543478260869565	9.793478260869565	3671.7948717948716	1742.124542124542	3.0	0.06815406815406817	14672.638436482079	-0.1184407796101949	0.11094452773613193	-0.7526236881559221	99.6772062711037	28.772695046762237	
1.6985040873639106E12	6.695652173913043	0.5978260869565217	9.771739130434783	3639.560439560439	1703.296703296703	3.0	0.06859806859806863	14577.669902912616	-0.12893553223388304	0.09745127436281859	-0.7541229385307346	99.6826087832423	28.772695046762237	
1.6985040873834436E12	6.739130434782608	0.6086956521739131	9.76086956521739	3665.9340659340655	1719.4139194139193	3.0	0.06815406815406817	14672.638436482079	-0.12893553223388304	0.11244377811094453	-0.7496251874062968	99.6826087832423	28.772695046762237	
1.6985040874029766E12	6.706521739130435	0.5760869565217391	9.771739130434783	3654.212454212454	1712.8205128205127	3.0	0.06815406815406817	14672.638436482079	-0.1199400299850075	0.10494752623688156	-0.767616191904048	99.67990752591643	28.772695046762237	
1.6985040874225095E12	6.739130434782608	0.5652173913043478	9.771739130434783	3658.6080586080584	1716.4835164835163	3.0	0.06815406815406817	14672.638436482079	-0.12293853073463268	0.09295352323838081	-0.7526236881559221	99.6826087832423	28.772695046762237	
1.6985040874420425E12	6.695652173913043	0.5869565217391304	9.771739130434783	3641.0256410256407	1696.7032967032967	3.0	0.06815406815406817	14672.638436482079	-0.12593703148425786	0.10044977511244378	-0.7616191904047975	99.67990752591643	28.772695046762237	
1.6985040874615754E12	6.717391304347826	0.5434782608695652	9.76086956521739	3671.7948717948716	1723.0769230769229	3.0	0.06815406815406817	14672.638436482079	-0.12743628185907047	0.11394302848575712	-0.7556221889055472	99.6826087832423	28.772695046762237	
1.6985040874811084E12	6.717391304347826	0.5760869565217391	9.782608695652174	3661.5384615384614	1726.007326007326	3.0	0.06859806859806863	14577.669902912616	-0.12893553223388304	0.08695652173913043	-0.7526236881559221	99.6772062711037	28.772695046762237	
1.6985040875006414E12	6.695652173913043	0.5869565217391304	9.793478260869565	3674.7252747252746	1735.5311355311353	3.0	0.06815406815406817	14672.638436482079	-0.13343328335832083	0.11394302848575712	-0.7526236881559221	99.67990752591643	28.772695046762237	
1.6985040875201743E12	6.695652173913043	0.5543478260869565	9.793478260869565	3652.7472527472523	1719.4139194139193	3.0	0.06815406815406817	14672.638436482079	-0.12293853073463268	0.10194902548725637	-0.7571214392803598	99.68531004308127	28.772695046762237	
1.6985040875397073E12	6.706521739130435	0.5652173913043478	9.815217391304348	3630.7692307692305	1685.7142857142856	3.0	0.06815406815406817	14672.638436482079	-0.12293853073463268	0.09745127436281859	-0.7451274362818591	99.6826087832423	28.772695046762237	
1.6985040875592405E12	6.673913043478261	0.5543478260869565	9.83695652173913	3658.6080586080584	1704.0293040293038	3.0	0.06815406815406817	14672.638436482079	-0.12443778110944527	0.09745127436281859	-0.7586206896551724	99.68428884158125	28.782650957495207	
1.6985040875787734E12	6.663043478260869	0.5760869565217391	9.782608695652174	3655.6776556776554	1711.3553113553112	3.0	0.06859806859806863	14577.669902912616	-0.13193403298350825	0.10494752623688156	-0.7496251874062968	99.68428884158125	28.782650957495207	
1.6985040875983064E12	6.6521739130434785	0.5760869565217391	9.76086956521739	3629.304029304029	1680.5860805860805	3.0	0.06815406815406817	14672.638436482079	-0.12443778110944527	0.10344827586206896	-0.7451274362818591	99.68699014547734	28.782650957495207	
1.6985040876178394E12	6.673913043478261	0.5434782608695652	9.793478260869565	3660.07326007326	1702.5641025641025	3.0	0.06859806859806863	14577.669902912616	-0.13043478260869565	0.09895052473763118	-0.7526236881559221	99.68428884158125	28.782650957495207	
1.6985040876373723E12	6.706521739130435	0.5652173913043478	9.815217391304348	3660.07326007326	1712.8205128205127	3.0	0.06815406815406817	14672.638436482079	-0.13043478260869565	0.10794602698650674	-0.7376311844077961	99.68428884158125	28.782650957495207	
1.6985040876569053E12	6.728260869565217	0.5760869565217391	9.793478260869565	3652.7472527472523	1709.1575091575091	3.0	0.06815406815406817	14672.638436482079	-0.1169415292353823	0.10344827586206896	-0.760119940029985	99.68969145188662	28.782650957495207	
1.6985040876764382E12	6.684782608695652	0.5869565217391304	9.804347826086957	3639.560439560439	1688.6446886446886	3.0	0.06815406815406817	14672.638436482079	-0.11394302848575712	0.0944527736131934	-0.7466266866566716	99.68428884158125	28.782650957495207	
1.6985040876959712E12	6.684782608695652	0.5760869565217391	9.771739130434783	3674.7252747252746	1720.14652014652	3.0	0.06815406815406817	14672.638436482079	-0.11544227886056971	0.09895052473763118	-0.7661169415292354	99.68428884158125	28.782650957495207	
1.6985040877155042E12	6.717391304347826	0.5434782608695652	9.782608695652174	3661.5384615384614	1724.5421245421244	3.0	0.06815406815406817	14672.638436482079	-0.12443778110944527	0.09895052473763118	-0.760119940029985	99.68428884158125	28.782650957495207	
1.698504087735037E12	6.706521739130435	0.5543478260869565	9.804347826086957	3655.6776556776554	1719.4139194139193	3.0	0.06815406815406817	14672.638436482079	-0.1394302848575712	0.10044977511244378	-0.7571214392803598	99.68969145188662	28.782650957495207	
1.69850408775457E12	6.673913043478261	0.5543478260869565	9.815217391304348	3671.7948717948716	1732.6007326007325	3.0	0.06815406815406817	14672.638436482079	-0.12143928035982009	0.10494752623688156	-0.7541229385307346	99.68699014547734	28.782650957495207	
1.698504087774103E12	6.695652173913043	0.532608695652174	9.782608695652174	3668.8644688644686	1732.6007326007325	3.0	0.06815406815406817	14672.638436482079	-0.12593703148425786	0.11544227886056971	-0.7511244377811094	99.68428884158125	28.782650957495207	
1.698504087793636E12	6.673913043478261	0.5760869565217391	9.793478260869565	3674.7252747252746	1739.194139194139	3.0	0.06815406815406817	14672.638436482079	-0.13193403298350825	0.10044977511244378	-0.7586206896551724	99.68699014547734	28.782650957495207	
1.698504087813169E12	6.663043478260869	0.5652173913043478	9.782608695652174	3657.142857142857	1723.0769230769229	3.0	0.06859806859806863	14577.669902912616	-0.13193403298350825	0.10344827586206896	-0.7586206896551724	99.68969145188662	28.782650957495207	
1.698504087832702E12	6.684782608695652	0.5652173913043478	9.83695652173913	3652.7472527472523	1713.5531135531135	3.0	0.06859806859806863	14577.669902912616	-0.12743628185907047	0.10644677661169415	-0.7616191904047975	99.68158754019835	28.782650957495207	
1.6985040878522349E12	6.684782608695652	0.5869565217391304	9.815217391304348	3676.190476190476	1735.5311355311353	3.0	0.06815406815406817	14672.638436482079	-0.12593703148425786	0.10944527736131934	-0.7511244377811094	99.68428884158125	28.782650957495207	
1.6985040878717678E12	6.663043478260869	0.5543478260869565	9.782608695652174	3651.282051282051	1714.2857142857142	3.0	0.06859806859806863	14577.669902912616	-0.12293853073463268	0.1169415292353823	-0.7451274362818591	99.68428884158125	28.782650957495207	
1.6985040878913008E12	6.684782608695652	0.532608695652174	9.804347826086957	3654.212454212454	1710.6227106227104	3.0	0.06815406815406817	14672.638436482079	-0.13193403298350825	0.11394302848575712	-0.760119940029985	99.68969145188662	28.782650957495207	
1.6985040879108337E12	6.695652173913043	0.5108695652173912	9.782608695652174	3632.234432234432	1686.4468864468863	3.0	0.06859806859806863	14577.669902912616	-0.1199400299850075	0.10194902548725637	-0.7436281859070465	99.68428884158125	28.782650957495207	
1.6985040879303667E12	6.663043478260869	0.4782608695652174	9.771739130434783	3655.6776556776554	1703.296703296703	3.0	0.06859806859806863	14577.669902912616	-0.12743628185907047	0.11544227886056971	-0.7451274362818591	99.68428884158125	28.782650957495207	
1.6985040879498997E12	6.673913043478261	0.46739130434782605	9.76086956521739	3632.234432234432	1696.7032967032967	3.0	0.06815406815406817	14672.638436482079	-0.12743628185907047	0.10494752623688156	-0.7571214392803598	99.68158754019835	28.782650957495207	
1.6985040879694326E12	6.673913043478261	0.5	9.782608695652174	3673.260073260073	1727.4725274725274	3.0	0.06859806859806863	14577.669902912616	-0.1184407796101949	0.11544227886056971	-0.7571214392803598	99.68158754019835	28.782650957495207	
1.6985040879889656E12	6.663043478260869	0.5217391304347826	9.782608695652174	3651.282051282051	1710.6227106227104	3.0	0.06859806859806863	14577.669902912616	-0.1199400299850075	0.0914542728635682	-0.7541229385307346	99.68428884158125	28.782650957495207	
1.6985040880084988E12	6.663043478260869	0.5543478260869565	9.771739130434783	3639.560439560439	1689.3772893772893	3.0	0.06859806859806863	14577.669902912616	-0.13043478260869565	0.10944527736131934	-0.7556221889055472	99.68158754019835	28.782650957495207	
1.6985040880280317E12	6.684782608695652	0.5543478260869565	9.782608695652174	3657.142857142857	1701.098901098901	3.0	0.06859806859806863	14577.669902912616	-0.12743628185907047	0.11094452773613193	-0.7526236881559221	99.68428884158125	28.782650957495207	
1.6985040880475647E12	6.695652173913043	0.5652173913043478	9.804347826086957	3657.142857142857	1706.227106227106	3.0	0.06859806859806863	14577.669902912616	-0.12443778110944527	0.095952023988006	-0.7586206896551724	99.69239276080907	28.782650957495207	
1.6985040880670977E12	6.663043478260869	0.5434782608695652	9.804347826086957	3642.490842490842	1693.040293040293	3.0	0.06859806859806863	14577.669902912616	-0.12293853073463268	0.11244377811094453	-0.7496251874062968	99.68428884158125	28.782650957495207	
1.6985040880866306E12	6.641304347826087	0.5543478260869565	9.815217391304348	3663.003663003663	1709.1575091575091	3.0	0.06859806859806863	14577.669902912616	-0.1199400299850075	0.10944527736131934	-0.7586206896551724	99.69239276080907	28.782650957495207	
1.6985040881061636E12	6.695652173913043	0.5434782608695652	9.804347826086957	3674.7252747252746	1728.937728937729	3.0	0.06859806859806863	14577.669902912616	-0.12293853073463268	0.0914542728635682	-0.760119940029985	99.68428884158125	28.782650957495207	
1.6985040881256965E12	6.673913043478261	0.532608695652174	9.793478260869565	3661.5384615384614	1728.937728937729	3.0	0.06815406815406817	14672.638436482079	-0.12143928035982009	0.10944527736131934	-0.7496251874062968	99.68158754019835	28.782650957495207	
1.6985040881452295E12	6.6521739130434785	0.5434782608695652	9.771739130434783	3632.234432234432	1694.5054945054944	3.0	0.06859806859806863	14577.669902912616	-0.12593703148425786	0.10494752623688156	-0.7376311844077961	99.68969145188662	28.782650957495207	
1.6985040881647625E12	6.6521739130434785	0.5217391304347826	9.804347826086957	3673.260073260073	1726.7399267399267	3.0	0.06815406815406817	14672.638436482079	-0.12593703148425786	0.08995502248875561	-0.760119940029985	99.68428884158125	28.782650957495207	
1.6985040881842954E12	6.641304347826087	0.532608695652174	9.804347826086957	3642.490842490842	1702.5641025641025	3.0	0.06859806859806863	14577.669902912616	-0.11544227886056971	0.11394302848575712	-0.7466266866566716	99.68699014547734	28.782650957495207	
1.6985040882038284E12	6.684782608695652	0.5652173913043478	9.804347826086957	3657.142857142857	1706.9597069597069	3.0	0.06815406815406817	14672.638436482079	-0.12743628185907047	0.10194902548725637	-0.7451274362818591	99.68699014547734	28.782650957495207	
1.6985040882233613E12	6.663043478260869	0.532608695652174	9.815217391304348	3632.234432234432	1684.9816849816848	3.0	0.06859806859806863	14577.669902912616	-0.12893553223388304	0.10494752623688156	-0.760119940029985	99.68969145188662	28.782650957495207	
1.6985040882428943E12	6.641304347826087	0.5434782608695652	9.804347826086957	3657.142857142857	1699.6336996336995	3.0	0.06815406815406817	14672.638436482079	-0.12893553223388304	0.10344827586206896	-0.7526236881559221	99.68158754019835	28.782650957495207	
1.6985040882624272E12	6.673913043478261	0.5434782608695652	9.793478260869565	3676.190476190476	1729.6703296703295	3.0	0.06815406815406817	14672.638436482079	-0.12143928035982009	0.09745127436281859	-0.7511244377811094	99.68428884158125	28.782650957495207	
1.6985040882819602E12	6.673913043478261	0.532608695652174	9.815217391304348	3655.6776556776554	1721.6117216117216	3.0	0.06859806859806863	14577.669902912616	-0.12443778110944527	0.10344827586206896	-0.7466266866566716	99.68428884158125	28.782650957495207	
1.6985040883014932E12	6.673913043478261	0.5217391304347826	9.793478260869565	3648.3516483516482	1706.9597069597069	3.0	0.06815406815406817	14672.638436482079	-0.12743628185907047	0.1184407796101949	-0.7526236881559221	99.68969145188662	28.782650957495207	
1.6985040883210261E12	6.630434782608695	0.5543478260869565	9.793478260869565	3668.8644688644686	1721.6117216117216	3.0	0.06815406815406817	14672.638436482079	-0.12743628185907047	0.10344827586206896	-0.7526236881559221	99.68428884158125	28.782650957495207	
1.698504088340559E12	6.663043478260869	0.5434782608695652	9.793478260869565	3645.421245421245	1701.8315018315018	3.0	0.06815406815406817	14672.638436482079	-0.1184407796101949	0.12443778110944527	-0.7451274362818591	99.67888624132867	28.782650957495207	
1.698504088360092E12	6.663043478260869	0.532608695652174	9.793478260869565	3654.212454212454	1705.4945054945053	3.0	0.06815406815406817	14672.638436482079	-0.1169415292353823	0.10494752623688156	-0.7541229385307346	99.68158754019835	28.782650957495207	
1.698504088379625E12	6.630434782608695	0.5434782608695652	9.793478260869565	3632.234432234432	1684.249084249084	3.0	0.06815406815406817	14672.638436482079	-0.11544227886056971	0.09895052473763118	-0.7556221889055472	99.68699014547734	28.782650957495207	
1.698504088399158E12	6.6521739130434785	0.5434782608695652	9.782608695652174	3661.5384615384614	1709.1575091575091	3.0	0.06815406815406817	14672.638436482079	-0.11094452773613193	0.0944527736131934	-0.7376311844077961	99.68428884158125	28.782650957495207	
1.698504088418691E12	6.6521739130434785	0.5434782608695652	9.793478260869565	3658.6080586080584	1714.2857142857142	3.0	0.06815406815406817	14672.638436482079	-0.11094452773613193	0.1169415292353823	-0.7571214392803598	99.68428884158125	28.782650957495207	
1.698504088438224E12	6.663043478260869	0.5434782608695652	9.826086956521738	3660.07326007326	1717.9487179487178	3.0	0.06815406815406817	14672.638436482079	-0.12143928035982009	0.095952023988006	-0.7586206896551724	99.68428884158125	28.782650957495207	
1.698504088457757E12	6.673913043478261	0.532608695652174	9.782608695652174	3652.7472527472523	1711.3553113553112	3.0	0.06815406815406817	14672.638436482079	-0.1199400299850075	0.10794602698650674	-0.7571214392803598	99.68699014547734	28.782650957495207	
1.69850408847729E12	6.673913043478261	0.532608695652174	9.76086956521739	3671.7948717948716	1728.937728937729	3.0	0.06815406815406817	14672.638436482079	-0.12893553223388304	0.10794602698650674	-0.7631184407796102	99.68158754019835	28.782650957495207	
1.698504088496823E12	6.673913043478261	0.5108695652173912	9.771739130434783	3663.003663003663	1724.5421245421244	3.0	0.06815406815406817	14672.638436482079	-0.11544227886056971	0.10944527736131934	-0.7586206896551724	99.68428884158125	28.782650957495207	
1.698504088516356E12	6.673913043478261	0.5108695652173912	9.771739130434783	3658.6080586080584	1721.6117216117216	3.0	0.06859806859806863	14577.669902912616	-0.12143928035982009	0.1184407796101949	-0.7541229385307346	99.68699014547734	28.782650957495207	
1.698504088535889E12	6.663043478260869	0.5108695652173912	9.782608695652174	3668.8644688644686	1727.4725274725274	3.0	0.06815406815406817	14672.638436482079	-0.1169415292353823	0.11394302848575712	-0.7586206896551724	99.68699014547734	28.782650957495207	
1.6985040885554219E12	6.641304347826087	0.4891304347826087	9.771739130434783	3633.6996336996335	1690.10989010989	3.0	0.06859806859806863	14577.669902912616	-0.1199400299850075	0.11094452773613193	-0.7541229385307346	99.6861500926782	28.777673001983203	
1.6985040885749548E12	6.630434782608695	0.5108695652173912	9.804347826086957	3654.212454212454	1700.3663003663003	3.0	0.06815406815406817	14672.638436482079	-0.12443778110944527	0.09895052473763118	-0.7556221889055472	99.68885137705887	28.777673001983203	
1.6985040885944878E12	6.630434782608695	0.5108695652173912	9.771739130434783	3673.260073260073	1728.937728937729	3.0	0.06859806859806863	14577.669902912616	-0.12293853073463268	0.095952023988006	-0.7586206896551724	99.6834488108107	28.777673001983203	
1.6985040886140208E12	6.663043478260869	0.5108695652173912	9.782608695652174	3652.7472527472523	1716.4835164835163	3.0	0.06815406815406817	14672.638436482079	-0.12593703148425786	0.1184407796101949	-0.7466266866566716	99.6834488108107	28.777673001983203	
1.6985040886335537E12	6.673913043478261	0.532608695652174	9.793478260869565	3645.421245421245	1698.9010989010987	3.0	0.06815406815406817	14672.638436482079	-0.12443778110944527	0.10494752623688156	-0.7481259370314842	99.68885137705887	28.777673001983203	
1.6985040886530867E12	6.706521739130435	0.5217391304347826	9.804347826086957	3645.421245421245	1692.3076923076922	3.0	0.06859806859806863	14577.669902912616	-0.12293853073463268	0.10944527736131934	-0.7496251874062968	99.6861500926782	28.777673001983203	
